Siglas	Votos	Diputados	Candidatura
censo	467941	368186	
participacion	20068		
abstencion	447873		
nulos	372732		
blancos	6083		
P.S.O.E.	161279	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	184853	3	PARTIDO POPULAR
I.U.	8395	0	IZQUIERDA UNIDA
UPyD	5094	0	UNION PROGRESO Y DEMOCRACIA
C's	286	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	713	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PUM+J	353	0	POR UN MUNDO MAS JUSTO
LVE	1060	0	LOS VERDES DE EUROPA
P.S.D.	444	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	497	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	297	0	CIUDADANOS EN BLANCO
FE de las JONS	302	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	154	0	DEMOCRACIA NACIONAL
PFyV	166	0	FAMILIA Y VIDA
PH	175	0	PARTIDO HUMANISTA
AES	157	0	ALTERNATIVA ESPAÑOLA
F.A.	112	0	FALANGE AUTENTICA
SAIn	219	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
AMD	394	0	ALTERNATIVA MOTOR Y DEPORTES
ABLA	305	0	ALTERNATIVA EN BLANCO
